query_path,nearest_ref_path,nn_lpips
dataset_v3_patches/train/Cable/__JH2022-14_1661152980863_y219_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-14_1661152980863_y219.jpg,0.050169
dataset_v3_patches/train/Cable/__JH2022-14_1661152980863_y292.jpg,dataset_v3_patches/train/Cable/__JH2022-14_1661152980863_y294.jpg,0.033456
dataset_v3_patches/train/Cable/__JH2022-14_1661152980863_y292_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-14_1661152980863_y294.jpg,0.016011
dataset_v3_patches/train/Cable/__JH2022-14_1661152980863_y294.jpg,dataset_v3_patches/train/Cable/__JH2022-14_1661152980863_y292_aug2.jpg,0.016011
dataset_v3_patches/train/Cable/__JH2022-14_1661152980863_y294_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-14_1661152980863_y294_aug2.jpg,0.055309
dataset_v3_patches/train/Cable/__JH2022-14_1661152980863_y294_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-14_1661152980863_y294_aug1.jpg,0.055309
dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y000_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y073_aug2.jpg,0.093033
dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y073_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y073_aug2.jpg,0.077358
dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y073_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y073_aug1.jpg,0.077358
dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y146_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y219_aug1.jpg,0.081959
dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y219_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y294.jpg,0.067835
dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y219_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y219_aug1.jpg,0.091053
dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y292_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y294.jpg,0.027694
dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y294.jpg,dataset_v3_patches/train/Cable/__JH2022-15_1663637300935_y292_aug2.jpg,0.027694
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y000_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y073_aug1.jpg,0.037459
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y073.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y073_aug2.jpg,0.034044
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y073_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y146_aug2.jpg,0.035832
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y073_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y073.jpg,0.034044
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y146_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y219_aug1.jpg,0.040343
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y146_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y073_aug1.jpg,0.035832
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y219_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y219_aug2.jpg,0.017497
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y219_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y219_aug1.jpg,0.017497
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y292.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y294.jpg,0.014126
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y292_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y292.jpg,0.037673
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y294.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y292.jpg,0.014126
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y294_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y294.jpg,0.014971
dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y294_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-16_1663837910272_y294_aug1.jpg,0.054568
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y000.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y000_aug2.jpg,0.056495
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y000_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y000_aug2.jpg,0.069542
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y000_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y000.jpg,0.056495
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y073.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y073_aug2.jpg,0.049277
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y073_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y073.jpg,0.079114
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y073_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y073.jpg,0.049277
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y146.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y146_aug1.jpg,0.069709
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y146_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y146.jpg,0.069709
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y219.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y219_aug1.jpg,0.052307
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y219_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y219.jpg,0.052307
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y219_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y219.jpg,0.058896
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y292_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y294_aug1.jpg,0.074623
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y294_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y294_aug2.jpg,0.060644
dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y294_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-19_1668491170353_y294_aug1.jpg,0.060644
dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y000.jpg,dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y000_aug1.jpg,0.015297
dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y000_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y000.jpg,0.015297
dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y000_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y000.jpg,0.030790
dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y073_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y146_aug2.jpg,0.076053
dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y146_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y219.jpg,0.074970
dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y219.jpg,dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y146_aug2.jpg,0.074970
dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y292_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y292_aug2.jpg,0.057825
dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y292_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-1_1648086212174_y292_aug1.jpg,0.057825
dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y000_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y000_aug2.jpg,0.037660
dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y000_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y000_aug1.jpg,0.037660
dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y073.jpg,dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y073_aug2.jpg,0.076823
dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y073_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y073.jpg,0.076823
dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y146_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y000_aug1.jpg,0.155311
dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y219.jpg,dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y219_aug2.jpg,0.125841
dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y219_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y219.jpg,0.125841
dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y292.jpg,dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y292_aug1.jpg,0.038805
dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y292_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y292.jpg,0.038805
dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y292_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y294_aug1.jpg,0.101207
dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y294_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-24_1672819380552_y292_aug2.jpg,0.101207
dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y000_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y292.jpg,0.047347
dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y073_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y073_aug2.jpg,0.010402
dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y073_aug2.jpg,dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y073_aug1.jpg,0.010402
dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y146.jpg,dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y146_aug1.jpg,0.002604
dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y146_aug1.jpg,dataset_v3_patches/train/Cable/__JH2022-3_1654909471245_y146.jpg,0.002604
